word,frequency,length
الأمطار,19,7
الأموال,19,7
الإسرائيليين,19,12
الإمام,19,6
الاتحادية,19,9
التاريخية,19,9
الحادث,19,6
الحالات,19,7
الخام,19,5
الرابعة,19,7
الرقم,19,5
السياحة,19,7
الشأن,19,5
الصادر,19,6
الطائرات,19,8
العلمي,19,6
الفنان,19,6
القتال,19,6
القرم,19,5
القليلة,19,7
الكريم,19,6
المئة,19,5
الماء,19,5
المتوسط,19,7
المحادثات,19,9
المحتمل,19,7
المرتبطة,19,8
المرض,19,5
المستشفيات,19,10
المهندس,19,7
الناتج,19,6
النفطية,19,7
النوع,19,5
النيابية,19,8
الوفد,19,5
اليمنية,19,7
امرأة,19,5
بأي,19,3
باريس,19,5
بجروح,19,5
بحلول,19,5
بريطانيا,19,8
بسرعة,19,5
بمدينة,19,6
بواسطة,19,6
تؤدي,19,4
تسهيل,19,5
تعود,19,4
توقع,19,4
جدول,19,4
جريمة,19,5
حساب,19,4
حلف,19,3
حلول,19,4
حينها,19,5
دقيقة,19,5
دمشق,19,4
رجب,19,3
رسمي,19,4
ساعات,19,5
سبتمبر,19,6
سبق,19,3
شخصية,19,5
ضم,19,2
طرابلس,19,6
ظهر,19,3
غرفة,19,4
فهو,19,3
فولوديمير,19,9
فيسبوك,19,6
قرارات,19,6
قسم,19,3
قيس,19,3
لحماية,19,6
لديه,19,4
لضمان,19,5
لمنظمة,19,6
ليلة,19,4
مؤكدة,19,5
مايو,19,4
مبادرة,19,6
مجرد,19,4
مدار,19,4
مرور,19,4
مصرف,19,4
معالجة,19,6
معدل,19,4
معها,19,4
نشاط,19,4
واضح,19,4
والتعليم,19,8
ولي,19,3
ونقل,19,4
يبقى,19,4
يشار,19,4
يضم,19,3
أربع,18,4
أسبوع,18,5
أصدرت,18,5
أمل,18,3
إقليم,18,5
ارتفعت,18,6
استئناف,18,7
استهداف,18,7
استهدف,18,6
الأسود,18,6
الأكبر,18,6
الإرهابية,18,9
الإطار,18,6
الإفريقية,18,9
الإقليمي,18,8
الإلكتروني,18,10
الإماراتي,18,9
البلدة,18,6
البنوك,18,6
التنسيق,18,7
الثقافي,18,7
الجريمة,18,7
الجزائري,18,8
الجمهور,18,7
الجنود,18,6
الحرس,18,5
الحقيقة,18,7
الحكومي,18,7
الدعوة,18,6
الذرية,18,6
الرئاسية,18,8
الرابع,18,6
الرياض,18,6
الشراكة,18,7
الشمالي,18,7
الطريقة,18,7
العائلة,18,7
العاملة,18,7
العاملين,18,8
العلاقة,18,7
الغذاء,18,6
الغربي,18,6
القرآن,18,6
القطاعات,18,8
القلب,18,5
المختلفة,18,8
المرتبة,18,7
المستشار,18,8
المشكلة,18,7
المصابين,18,8
المصارف,18,7
المغربية,18,8
المهم,18,5
النزاع,18,6
النهائية,18,8
الوحدة,18,6
انخفاض,18,6
بحيث,18,4
بلدية,18,5
بموجب,18,5
بهم,18,3
تؤكد,18,4
تايوان,18,6
تتجاوز,18,6
تداعيات,18,7
تريد,18,4
تصدير,18,5
تعرف,18,4
تواجه,18,5
تواصل,18,5
جماعة,18,5
جنين,18,4
حرية,18,4
خارجية,18,6
دار,18,3
دونالد,18,6
سجن,18,3
سلطة,18,4
شعبنا,18,5
صحفي,18,4
ضحايا,18,5
ضربات,18,5
طيب,18,3
ظهور,18,4
عبارة,18,5
عشرة,18,4
فئة,18,3
فاز,18,3
قطع,18,3
قوى,18,3
كبيرا,18,5
كتلة,18,4
كلا,18,3
لأي,18,3
لإطلاق,18,6
لدعم,18,4
لفترة,18,5
للأمن,18,5
لمن,18,3
محادثات,18,7
محافظات,18,7
محطات,18,5
مذكرة,18,5
مساحة,18,5
مشاركة,18,6
مناقشة,18,6
مواصلة,18,6
مواطن,18,5
موجة,18,4
ميشال,18,5
ميناء,18,5
نسمة,18,4
هدف,18,3
وإن,18,3
وقبل,18,4
وكيل,18,4
ومنها,18,5
يتحدث,18,5
يقرب,18,4
يمر,18,3
ينبغي,18,5
آخرون,17,5
أبيب,17,4
أمير,17,4
أمين,17,4
إصابات,17,6
استهدفت,17,7
الأطباء,17,7
الأماكن,17,7
الأنشطة,17,7
الانتخابية,17,10
البناء,17,6
التحرير,17,7
التراث,17,6
الثقافة,17,7
الثلاثة,17,7
الجبهة,17,6
الجزائرية,17,9
الحالة,17,6
الحبوب,17,6
الدفع,17,5
الدينية,17,7
الرجل,17,5
السوداني,17,8
السيسي,17,6
الصعب,17,5
الطيران,17,7
العدالة,17,7
العملات,17,7
الفتاح,17,6
القائد,17,6
القادم,17,6
القارة,17,6
القمح,17,5
اللغة,17,5
المجيد,17,6
المهمة,17,6
النيابة,17,7
باتت,17,4
بالتعاون,17,8
بالقول,17,6
بحر,17,3
بخصوص,17,5
بدلا,17,4
برامج,17,5
بعضها,17,5
بعملية,17,6
بنحو,17,4
تتراوح,17,6
تحدثت,17,5
توزيع,17,5
جمال,17,4
جندي,17,4
جوية,17,4
حضر,17,3
خفيفة,17,5
ديسمبر,17,6
رئيسي,17,5
شخصا,17,4
شديدة,17,5
صحة,17,3
صدر,17,3
صفقة,17,4
ضمان,17,4
ضوء,17,3
طاقة,17,4
طالب,17,4
ظروف,17,4
عربية,17,5
علاج,17,4
عما,17,3
ففي,17,3
فيهم,17,4
قصة,17,3
قيد,17,3
كثير,17,4
كجزء,17,4
كمية,17,4
لإجراء,17,6
لافتا,17,5
لحزب,17,4
لعام,17,4
للحصول,17,6
للشعب,17,5
للقوات,17,6
للمرة,17,5
للمواطنين,17,9
للنفط,17,5
لمناقشة,17,7
مرات,17,4
مسار,17,4
مشكلة,17,5
مفاوضات,17,7
وان,17,3
وختم,17,4
وفيما,17,5
ولكنها,17,6
ويجب,17,4
يبدأ,17,4
يحاول,17,5
يحتاج,17,5
يسمح,17,4
يسمى,17,4
آثار,16,4
آلية,16,4
أجزاء,16,5
أسباب,16,5
أصل,16,3
أمطار,16,5
أموال,16,5
أنظمة,16,5
أنواع,16,5
إسبانيا,16,7
إيطاليا,16,7
ابراهيم,16,7
اتصالات,16,7
اتفاقيات,16,8
اثنين,16,5
اختيار,16,6
استقرار,16,7
الآخرين,16,7
الأجنبية,16,8
الأزمات,16,7
الأسير,16,6
الأمراض,16,7
الإنساني,16,8
الارتفاع,16,8
الاستخبارات,16,11
الاعتبار,16,8
الاعتماد,16,8
الاهتمام,16,8
البرنامج,16,8
التخطيط,16,7
التدريب,16,7
التصعيد,16,7
الثقافية,16,8
الجهاد,16,6
الجولة,16,6
الحقوق,16,6
الدبلوماسي,16,10
الدخول,16,6
الرسالة,16,7
الشرعية,16,7
الشمس,16,5
الصغيرة,16,7
الصور,16,5
العدد,16,5
العميد,16,6
الفساد,16,6
الفيروس,16,7
القاضي,16,6
القبض,16,5
الكامل,16,6
اللواء,16,6
الليبية,16,7
المادة,16,6
المخدرات,16,8
المركبات,16,8
المسلمين,16,8
المفوضية,16,8
الممكن,16,6
الموظفين,16,8
الموقف,16,6
الوحيد,16,6
اليمين,16,6
اندلاع,16,6
انطلاق,16,6
بات,16,3
برج,16,3
بزيارة,16,6
بصورة,16,5
بعيد,16,4
تجربة,16,5
تحاول,16,5
تعاني,16,5
توقف,16,4
جهات,16,4
حدوث,16,4
حزمة,16,4
حصيلة,16,5
حقل,16,3
حقيقية,16,6
دونباس,16,6
ذي,16,2
رابطة,16,5
شأنه,16,4
شؤون,16,4
صاروخ,16,5
صحية,16,4
صراع,16,4
صفحة,16,4
صفوف,16,4
صلاح,16,4
صور,16,3
ضعف,16,3
طبيعة,16,5
طبيعي,16,5
طرق,16,3
عامة,16,4
عقود,16,4
عين,16,3
فشل,16,3
فصل,16,3
فعل,16,3
كبار,16,4
كنا,16,3
للمشاركة,16,8
للوصول,16,6
مباشر,16,5
مراقبة,16,6
مسألة,16,5
مساعدات,16,7
مستمرة,16,6
مشتركة,16,6
معركة,16,5
مهما,16,4
نابلس,16,5
ناصر,16,4
نظرا,16,4
نواب,16,4
وإيران,16,6
والاجتماعية,16,11
وجهات,16,5
وحدات,16,5
وروسيا,16,6
وضمان,16,5
وفد,16,3
ونشر,16,4
يتمتع,16,5
يجري,16,4
يقل,16,3
يواجه,16,5
يومي,16,4
يوميا,16,5
أبريل,15,5
أثار,15,4
أسابيع,15,6
أطلقت,15,5
أعوام,15,5
ألفا,15,4
أمريكية,15,7
أمني,15,4
أولئك,15,5
أولى,15,4
أيمن,15,4
إم,15,2
إنقاذ,15,5
إيمانويل,15,8
ارتفع,15,5
اشتباكات,15,8
الأحيان,15,7
الأردني,15,7
الأمني,15,6
الأهداف,15,7
الأهلي,15,6
الإشارة,15,7
الاستقلال,15,9
البشرية,15,7
البقاء,15,6
التحديات,15,8
التحقيقات,15,9
التركيز,15,7
التفكير,15,7
التونسي,15,7
الحديدة,15,7
الحريق,15,6
الخروج,15,6
الخط,15,4
الخلافات,15,8
الدم,15,4
الذكرى,15,6
الرأي,15,5
الراحل,15,6
السجن,15,5
السرعة,15,6
السودان,15,7
السيادة,15,7
الشديد,15,6
الصادرات,15,8
الصحفي,15,6
الصهيونية,15,9
الصوت,15,5
الصيف,15,5
الضروري,15,7
الطرفان,15,7
الفور,15,5
القول,15,5
الكنيسة,15,7
الليبي,15,6
المحافظات,15,9
المحطة,15,6
المخاوف,15,7
المطالب,15,7
الملف,15,5
المهرجان,15,8
الموافق,15,7
الموت,15,5
النشاط,15,6
النطاق,15,6
الهيئات,15,7
اليومية,15,7
باستمرار,15,8
بالتنسيق,15,8
بالمائة,15,7
بتاريخ,15,6
برشلونة,15,7
بلد,15,3
بمثابة,15,6
تؤثر,15,4
تبين,15,4
تشهد,15,4
تطور,15,4
تلقت,15,4
توجيه,15,5
توقيف,15,5
ثمانية,15,6
ثمن,15,3
جزءا,15,4
حذر,15,3
حسابات,15,6
خسائر,15,5
خطوط,15,4
دقائق,15,5
دي,15,2
رفضت,15,4
روسية,15,5
سبع,15,3
سبعة,15,4
سورية,15,5
سير,15,3
شارع,15,4
شارك,15,4
شباب,15,4
شديد,15,4
شعار,15,4
صعيد,15,4
عالمية,15,6
عطلة,15,4
غدا,15,3
غرار,15,4
غضون,15,4
غياب,15,4
فجر,15,3
قاسم,15,4
لاسيما,15,6
لبناء,15,5
لجميع,15,5
للتعاون,15,7
للجنة,15,5
ماذا,15,4
ماسك,15,4
ماكرون,15,6
مجموعات,15,7
مدن,15,3
مراسل,15,5
مركبة,15,5
مزيد,15,4
ملعب,15,4
ممارسة,15,6
منازل,15,5
موقعها,15,6
ناقش,15,4
نشرتها,15,6
نقص,15,3
نقلت,15,4
وأنا,15,4
واضحة,15,5
واع,15,3
والتجارة,15,8
والرياضة,15,8
والطاقة,15,7
والنقل,15,6
وتكون,15,5
وتوفير,15,6
وكتب,15,4
يؤكد,15,4
يجعل,15,4
يحيى,15,4
يشارك,15,5
يشمل,15,4
يقع,15,3
يكفي,15,4
يوما,15,4
أجرى,14,4
أرضية,14,5
أصدر,14,4
أعرب,14,4
أنشطة,14,5
أهالي,14,5
أواخر,14,5
أوبك,14,4
أيار,14,4
إس,14,2
إعداد,14,5
إمدادات,14,7
إنجاز,14,5
إيجاد,14,5
اتحاد,14,5
اختبار,14,6
استقبل,14,6
الأجواء,14,7
الأخبار,14,7
الأرجح,14,6
الأسر,14,5
الأفريقي,14,8
الإطلاق,14,7
الإعلامي,14,8
الا,14,3
الاعتراف,14,8
البداية,14,7
البقاع,14,6
التأثير,14,7
التاريخي,14,8
التطورات,14,8
التمويل,14,7
الجرائم,14,7
الجنرال,14,7
الحر,14,4
الحقيقي,14,7
الخامس,14,6
الخضراء,14,7
الخليج,14,6
الخليجية,14,8
الدبيبة,14,7
الدستورية,14,9
الدقيقة,14,7
الدكتورة,14,8
الذهب,14,5
الربع,14,5
الرحلات,14,7
الرياضة,14,7
السجون,14,6
السماح,14,6
السياحية,14,8
السياسات,14,8
العلمية,14,7
العملة,14,6
الفئات,14,6
القلق,14,5
القوي,14,5
القيود,14,6
اللجوء,14,6
المبادرة,14,8
المدرسة,14,7
المسؤولون,14,9
المسيرة,14,7
المشاركين,14,9
المشهد,14,6
المصالح,14,7
المطلوبة,14,8
المنازل,14,7
المنصة,14,6
المواجهة,14,8
الموارد,14,7
الهند,14,5
اليابان,14,7
بأعمال,14,6
بالتزامن,14,8
بدور,14,4
بري,14,3
بضرورة,14,6
بعنوان,14,6
بمن,14,3
بني,14,3
بينهما,14,6
تبقى,14,4
تتمكن,14,5
تحول,14,4
تدمير,14,5
ترسيم,14,5
تزيد,14,4
تسجل,14,4
تسمح,14,4
تعتبر,14,5
تعتزم,14,5
تعيين,14,5
تقنية,14,5
تقييم,14,5
تمكن,14,4
جرت,14,3
حزيران,14,6
حظر,14,3
ختام,14,4
خطوات,14,5
خطورة,14,5
خلق,14,3
دعوة,14,4
رحلة,14,4
رسميا,14,5
سابقة,14,5
سبل,14,3
سلام,14,4
سن,14,2
شرعية,14,5
شك,14,2
صدرت,14,4
طبية,14,4
طلبات,14,5
طوال,14,4
عادة,14,4
عادت,14,4
عبدالله,14,7
عصر,14,3
غانتس,14,5
غاية,14,4
غربية,14,5
فرع,14,3
فرق,14,3
فكرة,14,4
فيلم,14,4
قدمت,14,4
قرابة,14,5
قصر,14,3
قصف,14,3
قلب,14,3
كبرى,14,4
لابيد,14,5
لتعزيز,14,6
لحركة,14,5
لذا,14,3
لعدد,14,4
لعدم,14,4
لقي,14,3
لكم,14,3
للبلاد,14,6
للحكومة,14,7
مؤشر,14,4
مجتمع,14,5
مجمع,14,4
مراحل,14,5
مرض,14,3
مسلحة,14,5
معهد,14,4
مماثلة,14,6
منا,14,3
مناسبة,14,6
منافسات,14,7
ناحية,14,5
نريد,14,4
نصر,14,3
نظر,14,3
نفتالي,14,6
نيسان,14,5
وأعرب,14,5
وإعادة,14,6
والاقتصادية,14,11
والدول,14,6
وبعض,14,4
وتحقيق,14,6
وجهة,14,4
وسيلة,14,5
وطنية,14,5
وعندما,14,6
وقعت,14,4
يتطلب,14,5
يحقق,14,4
يحمل,14,4
يساعد,14,5
يستطيع,14,6
يعانون,14,6
يعتمد,14,5
يعيش,14,4
يورو,14,4
أ,13,1
أثر,13,3
أحداث,13,5
أشرف,13,4
أضاف,13,4
أضرار,13,5
أغلب,13,4
أميركا,13,6
أيلول,13,5
أين,13,3
إرسال,13,5
إصدار,13,5
إلغاء,13,5
إنسانية,13,7
إيه,13,3
ابن,13,3
اتصال,13,5
اجتماعية,13,8
احتياجات,13,8
استعادة,13,7
استغلال,13,7
ال,13,2
الأركان,13,7
الأزياء,13,7
الأغذية,13,7
الأفراد,13,7
الأممية,13,7
الإسلام,13,7
الإصلاح,13,7
الإفراج,13,7
الإنقاذ,13,7
الاستراتيجي,13,11
الباحثون,13,8
البحري,13,6
البعثة,13,6
البلدية,13,7
البيضاء,13,7
التجاري,13,7
التدخل,13,6
التراجع,13,7
التقدم,13,6
التقى,13,5
التنظيم,13,7
التنفيذ,13,7
الجماعي,13,7
الجماعية,13,8
الجمهوري,13,8
الجنسية,13,7
الجو,13,4
الحاكم,13,6
الحسابات,13,8
الحل,13,4
الحيوية,13,7
الخامسة,13,7
الخليجي,13,7
الدراسات,13,8
الدستور,13,7
الرئاسي,13,7
الرحلة,13,6
الرحمن,13,6
الرياضي,13,7
السؤال,13,6
السابع,13,6
السبع,13,5
السيارة,13,7
السياسيين,13,9
السياق,13,6
الشتاء,13,6
الصرف,13,5
الضحايا,13,7
الطبي,13,5
الطبيب,13,6
العرض,13,5
الفرص,13,5
الفصل,13,5
القاهرة,13,7
القتل,13,5
القياسي,13,7
القيم,13,5
الكتاب,13,6
الكرملين,13,8
الكهربائية,13,10
الكويت,13,6
المباشرة,13,8
المحليين,13,8
المحيط,13,6
المخابرات,13,9
المراكز,13,7
المرة,13,5
المرجح,13,6
المرضى,13,6
المركبة,13,7
المسؤولية,13,9
المستمر,13,7
المعايير,13,8
المفروضة,13,8
المقدمة,13,7
المنافسة,13,8
المنشآت,13,7
الموازنة,13,8
المونديال,13,9
النازحين,13,8
النجاح,13,6
النفس,13,5
النفوذ,13,6
الوثيقة,13,7
انطلقت,13,6
انفجار,13,6
انها,13,4
بالرصاص,13,7
بدعم,13,4
تخفيف,13,5
ترك,13,3
تستمر,13,5
تسير,13,4
تشغيل,13,5
تصريف,13,5
تصعيد,13,5
تصنيع,13,5
تطورات,13,6
تقدر,13,4
تلبية,13,5
تموز,13,4
جمع,13,3
جنوبي,13,5
جونسون,13,6
حديثه,13,5
حريق,13,4
حكومية,13,6
حميد,13,4
دبي,13,3
دج,13,2
دخلت,13,4
دورة,13,4
ذكره,13,4
ذوي,13,3
رؤساء,13,5
ربط,13,3
رعاية,13,5
رغبة,13,4
ريال,13,4
زيارته,13,6
سباق,13,4
سلطنة,13,5
سياسات,13,6
شراكة,13,5
شرقية,13,5
شعبة,13,4
شي,13,2
صادر,13,4
صادرات,13,6
صلاة,13,4
صوت,13,3
ضخمة,13,4
عاد,13,3
عامل,13,4
عامين,13,5
عهد,13,3
عوامل,13,5
غربي,13,4
غفير,13,4
فهم,13,3
قائلة,13,5
قصيرة,13,5
قليلة,13,5
قواتها,13,6
قوانين,13,6
قيمتها,13,6
كم,13,2
كي,13,2
لإسرائيل,13,8
لائحة,13,5
لتنظيم,13,6
لك,13,2
للانتخابات,13,10
للجميع,13,6
للرئيس,13,6
للقيام,13,6
لمساعدة,13,7
لموقع,13,5
ليفربول,13,7
مبلغ,13,4
مجلة,13,4
محافظ,13,5
محيط,13,4
مدرسة,13,5
مستقبل,13,6
مشترك,13,5
ممثل,13,4
مهم,13,3
مواجهات,13,7
نجاح,13,4
نجح,13,3
نرى,13,3
نمو,13,3
نهر,13,3
وأصيب,13,5
والصين,13,6
وحماية,13,6
ورأى,13,4
وربما,13,5
وسيتم,13,5
وشددت,13,5
ومدير,13,5
ونشرت,13,5
ونصف,13,4
ووصف,13,4
يشير,13,4
يقارب,13,5
آب,12,2
آنذاك,12,5
أخبار,12,5
أسوأ,12,4
أسواق,12,5
أشكال,12,5
أظهر,12,4
أعداد,12,5
أغسطس,12,5
أقرب,12,4
أقول,12,4
أنت,12,3
إزالة,12,5
إقليمية,12,7
إنما,12,4
إننا,12,4
اتجاه,12,5
اتخذت,12,5
احتجاجات,12,8
احترام,12,6
استعداد,12,7
استكمال,12,7
اعتبار,12,6
اعتقلت,12,6
اكتشاف,12,6
الأبحاث,12,7
الأحزاب,12,7
الأرقام,12,7
الأسابيع,12,8
الأمريكيين,12,10
الأوكرانيين,12,11
الأولية,12,7
الإرهابي,12,8
الإيطالية,12,9
الاتفاقية,12,9
الاحتياجات,12,10
الاحتياطي,12,9
الاستعداد,12,9
الاعتداء,12,8
الانفجار,12,8
الباحثين,12,8
البرلمانية,12,10
البطالة,12,7
البنزين,12,7
البيع,12,5
التجارب,12,7
التحدي,12,6
التطبيع,12,7
التوالي,12,7
التوقعات,12,8
الثنائية,12,8
الجارية,12,7
الجرعة,12,6
الجنوبي,12,7
الجهاز,12,6
الحدث,12,5
الحمراء,12,7
الحملة,12,6
الرد,12,4
الرياح,12,6
السابعة,12,7
الساحة,12,6
السوداء,12,7
الشارع,12,6
الشعور,12,6
الصادرة,12,7
الصدر,12,5
الصفقة,12,6
الصلاة,12,6
الضغط,12,5
الطرفين,12,7
العدوى,12,6
العقد,12,5
الفصائل,12,7
الفعل,12,5
الفن,12,4
الفوز,12,5
القائم,12,6
القانوني,12,8
اللاعب,12,6
اللحظة,12,6
اللقاح,12,6
الليلة,12,6
المائية,12,7
المبارك,12,7
المباني,12,7
المبلغ,12,6
المجلة,12,6
المحروقات,12,9
المراقبة,12,8
المسألة,12,7
المسار,12,6
المستمرة,12,8
المشاكل,12,7
المصلحة,12,7
المعارك,12,7
المعركة,12,7
الملكية,12,7
المناسبة,12,8
المواجهات,12,9
النتائج,12,7
النتيجة,12,7
النصف,12,5
الوباء,12,6
الوجود,12,6
الوفيات,12,7
الولاية,12,7
اليهودية,12,8
اليومي,12,6
انتخاب,12,6
اندلعت,12,6
بإجراء,12,6
بصفة,12,4
بعضهم,12,5
بلدان,12,5
بمقدار,12,6
بنفس,12,4
بنيامين,12,7
بوزارة,12,6
بيانا,12,5
بيني,12,4
تأخذ,12,4
تبدو,12,4
تتعرض,12,5
تتمثل,12,5
تجري,12,4
تجمع,12,4
تجنب,12,4
تحقق,12,4
تخصيص,12,5
تراجعت,12,6
ترفض,12,4
ترى,12,3
تستطيع,12,6
تصدر,12,4
تضمن,12,4
تعاون,12,5
تعتمد,12,5
تكلفة,12,5
تلقي,12,4
تمر,12,3
جائزة,12,5
جبل,12,3
جولة,12,4
حادث,12,4
حدة,12,3
حصلت,12,4
حوار,12,4
حيز,12,3
خطير,12,4
دوري,12,4
دولية,12,5
رئيسا,12,5
زاد,12,3
زار,12,3
زالت,12,4
سابقا,12,5
سان,12,3
سيرغي,12,5
شدد,12,3
شرف,12,3
صالح,12,4
